Model Name,Reference Price (Yuan),Brand,Model,Production Method,Origin,Engine,Max Horsepower (Ps),Max Power/Speed (kW/rpm),Max Torque/Speed (N·m/rpm),Transmission,ABS,CBS,Dimensions (LxWxH mm),Seat Height (mm),Curb Weight (kg),Fuel Tank Capacity (L),Max Speed (km/h),Official Average Fuel Consumption (L/100km),Measured Average Fuel Consumption (L/100km),Range (km),Warranty,Available Colors
九号 机械师MMax,10499,No,pedal,domestic,,,0.5,0.4/,,,standard,-,1810x730x1090,,,,25,,,85,,Asuka Joint Edition
九号 魔术师K,7999,No,pedal,domestic,,,0.5,0.4/,,,-,-,,,,,25,,,90,,Gravity Silver/Deep Space Grey
九号 电动C系,4299,No,pedal,domestic,,,0.5,0.4/,,,none,xx(mm),1589x720x1016,,75,,25,,,45,,"Phantom Grey, Turquoise Green"
九号 妙想家C,5699,No,pedal,domestic,,,,,,,-,-,1705x705x1095,735,113,,52,,,72,,
九号 妙想家Cz,5499,No,pedal,domestic,,,0.5,0.4/,,,-,-,1670x707x1070,,55,,25,,,85,,
九号 猎户座Dz,12499,No,pedal,domestic,China Manufacturer No.9 Technology Co.,,0.5,0.4/,,,standard,-,1770x750x1065,,,,25,,,85,,
九号 电动Q系,5199,No,pedal,domestic,,,,,,,-,-,1580x740x1050,720,55,,25,,,95,,
九号 Q MIX,Currently no quotation available,number,pedal,domestic,,,0.5,0.4/,,,-,-,1580x740x1050,720,,,25,,,20,,
九号 电动A系,4899,No,pedal,domestic,,,0.5,0.4/,,,-,-,1597x690x1045,,50,,25,,,80,,"Brown Bear, Sally, and Coni Rabbit"
九号 A2z,3899,No,pedal,domestic,,,0.5,0.4/,,,-,-,1615x685x1045,720,,,25,,,75,,
九号 电动B系,6099,No,pedal,domestic,,,0.5,0.4/,,,none,xx(mm),,,,,25,,,80,,"white gray, gray red, yellow gray, black gray"
九号 SEGWAY XYBER,9999,No,Off road,Domestic,,,0.5,0.4/,,,-,-,1880x705x1085,,,,25,,,150,,
九号 电动V系,2899,No,pedal,domestic,,,0.5,0.4/,,,-,-,1550x650x1095,723,,,25,,,50,,"Gardenia Green, Vitality Orange, Dark Grey, Mustard Green"
九号 Segway APEX H2,Currently no quotation available,number,sports car,domestic production,,,,,,,-,-,,,,,150,,,-,,
天鹰 游艇125,7280,Tianying,pedal,domestic,Zhejiang Tianying Locomotive Co.,single cylinder four stroke air-cooled  125cc,9.4,6.9/7000,,CVT continuously variable transmission automatic transmission,none,xx(mm),1890x685x1105,740,102,5.5,90,2.2,,200,,"Black, Suzuki Ash, Suzuki Blue, Pearl White"
天鹰 TS,12980,Tianying,pedal,domestic,Zhejiang Tianying Locomotive Co.,single cylinder four stroke water-cooled  150cc,14.3,10.5/8500,,CVT continuously variable transmission automatic transmission,standard,xx(mm),1980x790x1085,745,130,11,102,2.4,,400,,
天鹰 TX,17180,Tianying,pedal,domestic,Zhejiang Tianying Locomotive Co.,single cylinder four stroke water-cooled  250cc,25.2,18.5/8250,,CVT continuously variable transmission automatic transmission,standard,-,1975x785x1240,760,165,12,125,-,,350,,
天鹰 糖,13680,Tianying,pedal,domestic,Zhejiang Tianying Locomotive Co.,single cylinder four stroke water-cooled  150cc,15.8,11.6/8500,,CVT continuously variable transmission automatic transmission,standard,-,1970x745x1140,745,128,12,105,-,,450,for,"Rock Beach White+Cola Red, Rock Beach White+Black, Ivory White, Matte Grey+Black"
天鹰 楼兰,14580,Tianying,pedal,domestic,Zhejiang Tianying Locomotive Co.,single cylinder four stroke water-cooled  150cc,14.4,10.6/8500,,CVT continuously variable transmission automatic transmission,standard,-,1905x715x1160,770,130,10,105,2.5,,-,,Serimu Lake Blue
天鹰 TT,13980,Tianying,pedal,domestic,Zhejiang Tianying Locomotive Co.,single cylinder four stroke water-cooled  150cc,15.8,11.6/8500,,CVT continuously variable transmission automatic transmission,standard,-,1960x730x1170,780,140,12,100,2.4,,-,,
天鹰 TA,13980,Tianying,pedal,domestic,Zhejiang Tianying Locomotive Co.,single cylinder four stroke water-cooled  150cc,15.8,11.6/8500,,CVT continuously variable transmission automatic transmission,standard,-,2000x717x1225,745,138,14.1,108,-,,-,,"Lake Blue/Phantom Grey, Phantom Grey, Ivory White, Ice and Snow White/Black/Dazzling Yellow, Ice and Snow White/Cola Red"
天鹰 游艇150,12800,Tianying,pedal,domestic,Zhejiang Tianying Locomotive Co.,single cylinder four stroke water-cooled  150cc,13.6,10/,,CVT continuously variable transmission automatic transmission,standard,xx(mm),1960x735x1150,,130,0,90,-,,-,,"white, black, cement gray"
天鹰 VOX,12800,Tianying,Retro,Domestic,,"single cylinder four stroke, 250cc",,,,-,None,-,1970x745x1015,,143,0,100,-,,-,,
天鹰 爵士TY250-5,13800,Tianying,Retro,Domestic,,single cylinder four stroke oil cooled  223cc,16.32,12/7500,,international six speed,none,-,1986x822x1049,800,153,14,115,-,,-,,
天鹰 Vertigo 300,88000,Tianying,Off road,Domestic,,single cylinder two-stroke water-cooled  300cc,,,,international 6-speed,none,xx(mm),2210x785x1280,680,69,2.3,,-,,-,,
天鹰 TT150公务车,Currently no quotation available,Tianying,pedal,domestic,,single cylinder four stroke water-cooled  150cc,,,,CVT continuously variable transmission automatic transmission,standard,-,,,,0,,-,,-,,
宗申 125ET,6880,Zongshen,pedal,domestic,,single cylinder four stroke air-cooled  125cc,9.5,7/7500,,CVT continuously variable transmission automatic transmission,none,xx(mm),1786x690x1265,720,112,5.6,80,2.2,,-,,"Snow Mountain White, Apple Red, Sparkling Green, Hongxi Light Blue, Dreamy Sky, Rock Grey"
宗申 Yami,7280,Zongshen,bending beam,domestic,Chongqing Zongshen Locomotive Industry Manufacturing Co.,single cylinder four stroke air-cooled  110cc,6.8,5/8000,,cycle 4-speed,-,-,1900x680x1010,755,97,4.5,,2.3,,-,,
宗申 野米Yemi,7680,Zongshen,bending beam,domestic,Chongqing Zongshen Locomotive Industry Manufacturing Co.,single cylinder four stroke air-cooled  125cc,8.8,6.5/7500,,cycle 4-speed,-,-,1915x775x1030,765,102,4.5,90,-,,-,,"Flame Red, Vitality Yellow, Sunshine Green, Sky White, Leisure Camouflage (+200 yuan), Gulf Oil (+200 yuan), Retro Green (+200 yuan)"
宗申 Week8,9580,Zongshen,Retro,Domestic,,single cylinder four stroke air-cooled  150cc,11.3,8.3/8000,,international 5-speed,none,-,1920x790x1080,720,134,15,95,-,,500,,"Industrial Black, Dazzling Silver, Elizabeth, Bright Grey, Haze Blue"
宗申 150R,9180,Zongshen,MINI,Domestic,,single cylinder four stroke air-cooled  150cc,10.6,7.8/7000,,international 5-speed,-,-,1770x810x1000,745,125,13,95,-,,500,,
宗申 优米Yomi,10288,Zongshen,MINI,Domestic,Chongqing Zongshen Locomotive Industry Manufacturing Co.,single cylinder four stroke air-cooled  125cc,7.9,5.8/8000,,CVT continuously variable transmission automatic transmission,standard,-,2127x819x1127,650,113,6.5,85,-,,-,,"Chongqing red, Beijing white, Xi'an black gold, Taipei dark green"
宗申 小熊,10588,Zongshen,MINI,Domestic,Chongqing Zongshen Locomotive Industry Manufacturing Co.,single cylinder four stroke air-cooled  150cc,10.6,7.8/7000,,international 5-speed,standard,-,1760x725x970,740,121,11.5,95,-,,-,,"Aurora Black, Pixel Red, Player Yellow, Dreamy White"
宗申 200SC,11980,Zongshen,street car,domestic production,,single cylinder four stroke air-cooled  200cc,14.3,10.5/7500,,international 6-speed,-,xx(mm),2072x900x1155,700,153,13,105,-,,-,,
宗申 250X,13680,Zongshen,Off road,Domestic,Chongqing Zongshen Locomotive Industry Manufacturing Co.,single cylinder four stroke oil cooled  250cc,19.0,14/8000,,international 6-speed,standard,-,2115x880x1220,850,145,12,110,3.5,,-,,
宗申 150X,14260,Zongshen,tension,domestically produced,,single cylinder four stroke water-cooled  150cc,13.6,10/8500,,international 5-speed,-,-,2095x830x1295,780,171,14,100,-,,-,,"Snow Mountain White, Bright Green, Argentine Orange Yellow, Night Black"
宗申 250R,14800,Zongshen,street car,domestic production,,single cylinder four stroke oil cooled  250cc,19.0,14/8000,,international 6-speed,standard,-,2025x800x1070,775,150,13,115,-,,450,,
宗申 M250R,18800,Zongshen,street car,domestic production,Chongqing Zongshen Locomotive Industry Manufacturing Co.,single cylinder four stroke water-cooled  250cc,27.9,20.5/9000,,international 6-speed,standard,xx(mm),2050x825x1145,805,150,0,125,-,,-,,"Milan white, Caesar black, Duke blue"
宗申 G250E,Currently no quotation available,Zongshen,Retro,Domestic,,"single cylinder four stroke, 250cc",,,,-,-,-,,,,0,,-,,-,,
宗申 MO拽,6580,Zongshen,pedal,domestic,,single cylinder four stroke air-cooled  125cc,8.8,6.5/7500,,CVT continuously variable transmission automatic transmission,-,-,1785x635x1278,740,105,6.5,80,2.6,,-,,
宗申 MO爽,Currently no quotation available,Zongshen,pedal,domestic,,single cylinder four stroke air-cooled  124cc,9.0,6.6/,,CVT continuously variable transmission automatic transmission,-,-,1785x635x1115,740,105,6.5,85,2.6,,-,,
宗申 MO控,6580,Zongshen,pedal,domestic,,single cylinder four stroke air-cooled  125cc,9.0,6.6/,,CVT continuously variable transmission automatic transmission,-,-,1785x635x1115,,105,6.5,85,2.6,,-,,
宗申 MO悦,7580,Zongshen,pedal,domestic,,single cylinder four stroke air-cooled  125cc,9.5,7/7500,,CVT continuously variable transmission automatic transmission,-,-,1786x690x1120,720,112,6,80,2.2,,-,,
